trip_duration_days,miles_traveled,total_receipts_amount,expected_output,predicted,error,expected_cents,predicted_cents
10,224.0,407.51,794.7,794.8543366236247,0.1543366236246584,70.0,85.43366236246948
6,383.0,462.79,800.3,800.4256563380047,0.12565633800477372,30.0,42.56563380047737
8,1005.0,1391.37,1987.39,1987.2116101596757,0.1783898403243711,39.0,21.16101596757653
10,1145.0,311.43,1366.61,1366.4695923446634,0.140407655336503,61.0,46.959234466339694
5,1004.0,2367.63,1743.85,1743.755733049445,0.09426695055481105,85.0,75.57330494449707
5,873.0,1402.35,1676.79,1677.0014690770613,0.21146907706133788,79.0,0.14690770613378845
2,165.0,1813.32,1273.45,1273.4294715256156,0.020528474384491346,45.0,42.947152561551775
5,1076.0,190.33,879.65,879.6916068060025,0.041606806002505436,65.0,69.16068060025282
12,986.0,2390.92,1760.0,1759.9490473343703,0.05095266562966572,0.0,94.90473343702615
7,948.0,657.17,1578.97,1578.8720806316803,0.09791936831970816,97.0,87.20806316804374
3,429.0,2400.13,1411.95,1412.0146901876194,0.0646901876193624,95.0,1.4690187619416974
4,362.0,646.43,788.53,788.588009626897,0.05800962689704647,53.0,58.80096268969646
2,622.0,1871.56,1494.23,1494.2647603447108,0.034760344710775826,23.0,26.47603447106667
1,140.0,255.99,150.34,150.41310411094307,0.07310411094306346,34.0,41.31041109430589
8,123.0,612.55,851.24,851.2892068381842,0.04920683818420457,24.0,28.920683818418183
4,87.0,2463.92,1413.52,1413.3530944509748,0.16690554902515942,52.0,35.309445097489515
10,164.0,1144.9,1516.43,1516.4814446373778,0.05144463737769911,43.0,48.14446373778628
1,989.0,2196.84,1439.17,1439.198267565505,0.02826756550484788,17.0,19.826756550493883
4,470.0,1968.63,1501.1,1501.3026640748958,0.20266407489589255,10.0,30.266407489572885
1,37.0,1397.17,1092.94,1092.9672573652335,0.027257365233481323,94.0,96.72573652335268
8,488.0,439.7,1030.13,1029.9745823473352,0.15541765266493712,13.000000000014552,97.45823473352357
12,757.0,897.4,1780.07,1780.0567058414224,0.013294158577537019,7.0,5.670584142237203
14,958.0,1727.76,2065.16,2065.041254558581,0.11874544141892329,16.0,4.125455858098576
2,456.0,2390.7,1342.39,1342.4227962503587,0.032796250358615,39.0,42.2796250358806
5,733.0,41.18,771.83,771.8134382189594,0.016561781040650203,83.0,81.34382189593452
5,291.0,1279.7,1477.12,1477.2257596749141,0.10575967491422489,12.0,22.57596749140066
8,817.0,1455.73,1847.26,1847.270993494198,0.010993494197919063,26.0,27.099349419790087
6,1043.0,1404.35,1807.42,1807.2991880275706,0.12081197242946473,42.0,29.91880275704898
2,958.0,1855.58,1549.54,1549.4273829266428,0.11261707335711435,54.0,42.738292664289474
9,524.0,474.75,935.4,935.5529238292853,0.15292382928532788,40.0,55.29238292852824
6,45.0,81.59,522.58,522.5124275539433,0.06757244605671531,58.000000000007276,51.24275539433438
8,342.0,2259.06,1502.02,1502.183523110205,0.16352311020500565,2.0,18.352311020484194
12,379.0,1897.29,1682.98,1683.0328247134346,0.05282471343457473,98.0,3.2824713434674777
6,333.0,1254.68,1585.02,1584.8766446581942,0.1433553418057727,2.0,87.66446581942728
2,634.0,1739.81,1490.51,1490.6633229829256,0.15332298292560154,51.0,66.3322982925456
5,285.0,974.73,1282.84,1282.7072288565219,0.13277114347806673,83.99999999998545,70.72288565218332
12,33.0,1249.13,1707.38,1707.1881387481271,0.19186125187297876,38.0,18.8138748127094
9,118.0,1285.82,1539.77,1539.9583872571193,0.18838725711930238,77.0,95.8387257119175
1,420.0,2273.6,1220.35,1220.314556889393,0.03544311060682048,34.99999999998545,31.455688939313404
11,312.0,2072.39,1586.22,1586.3321869481856,0.11218694818558106,22.0,33.21869481855538
10,753.0,2054.02,1779.08,1779.025178105502,0.0548218944979908,8.0,2.5178105501981918
5,125.0,96.38,570.99,570.9401047058759,0.049895294124098655,99.0,94.01047058759286
6,597.0,888.84,1395.65,1395.5362949712646,0.11370502873546684,65.0,53.629497126472415
12,1065.0,203.2,1408.25,1408.1244737399145,0.1255262600855076,25.0,12.447373991453787
1,214.0,540.03,402.81,402.84927604370415,0.03927604370414883,81.0,84.92760437041579
11,886.0,922.66,1852.24,1852.1531461252464,0.08685387475361495,24.0,15.314612524642143
10,621.0,978.73,1656.28,1656.1714283526917,0.10857164730828117,28.0,17.14283526915824
4,1000.0,2355.34,1699.56,1699.6735998782203,0.1135998782203842,56.0,67.35998782204115
13,534.0,1765.96,1881.36,1881.4776342976052,0.11763429760526378,36.0,47.76342976052547
6,475.0,1800.71,1671.23,1671.1946777934622,0.03532220653778495,23.0,19.467779346217867
11,623.0,2265.21,1739.18,1739.1090019243418,0.07099807565828087,18.0,10.900192434171913
1,620.0,973.91,1112.02,1112.039743763898,0.019743763898077304,2.0,3.9743763898004545
13,1004.0,1757.75,1960.67,1960.7319369077059,0.061936907705785416,67.0,73.19369077059673
8,962.0,1929.63,1897.19,1896.991946301679,0.1980536983210186,19.0,99.19463016791269
14,516.0,1464.67,1842.1,1842.166818274357,0.0668182743570469,10.0,16.68182743570651
11,685.0,2272.75,1873.94,1873.872074454533,0.06792554546700558,94.0,87.20744545329944
3,307.0,266.21,540.97,540.9822549973516,0.012254997351533348,97.0,98.22549973515561
3,375.0,1346.21,1339.93,1339.723148403202,0.2068515967980602,93.0,72.31484032020671
4,1124.0,2177.18,1567.43,1567.5697599553423,0.1397599553422424,43.0,56.975995534216054
3,779.0,2110.9,1520.73,1520.7439315081067,0.013931508106679757,73.0,74.39315081067616
8,1173.0,671.25,1419.34,1419.4762192896192,0.13621928961924823,34.0,47.62192896191846
14,47.0,1667.14,1745.18,1745.204386585936,0.024386585935872063,18.0,20.43865859360085
3,981.0,2008.83,1539.47,1539.3292591188242,0.14074088117581596,47.0,32.92591188242659
5,516.0,1450.67,1547.5,1547.768573682661,0.26857368266109916,50.0,76.85736826612265
6,471.0,332.51,872.19,872.2916548823378,0.10165488233769793,19.0,29.16548823377525
2,941.0,1565.77,1432.79,1433.0043799091468,0.21437990914682814,79.0,0.43799091468099505
10,377.0,301.96,837.36,837.491153837972,0.131153837971965,36.0,49.11538379719423
7,273.0,285.83,793.58,793.568542389763,0.011457610237016524,58.0,56.85423897630244
11,772.0,932.31,1575.52,1575.614111288317,0.09411128831698079,52.0,61.411128831707174
11,36.0,1541.47,1593.24,1593.417059506883,0.17705950688309713,24.0,41.7059506883088
12,211.0,1048.29,1579.73,1579.6327909233744,0.0972090766256315,73.0,63.2790923374414
7,987.0,2164.1,1839.67,1839.5361446635818,0.13385533641826441,67.0,53.614466358179925
9,662.0,2275.59,1599.27,1599.447243903997,0.1772439039971232,27.0,44.724390399700496
12,96.0,1164.37,1553.21,1553.2815393708001,0.07153937080011019,21.0,28.153937080001924
5,569.0,1856.7,1623.81,1623.9003752688652,0.09037526886527303,81.0,90.03752688653185
12,128.0,477.17,874.99,875.0332181956917,0.043218195691679284,99.0,3.3218195691733854
4,886.0,2401.28,1698.0,1697.8988509655794,0.10114903442058676,0.0,89.88509655793314
13,19.0,807.27,1331.53,1331.5121767470332,0.017823252966763903,53.0,51.21767470330815
8,275.0,2347.09,1454.47,1454.6887866391291,0.21878663912912089,47.0,68.87866391291027
9,963.0,588.5,1434.42,1434.3438845470635,0.07611545293661948,42.0,34.388454706349876
14,1056.0,2489.69,1894.16,1894.1371968852425,0.022803114757607545,16.0,13.719688524259254
5,728.0,423.16,947.72,947.8582029491988,0.13820294919878506,72.0,85.82029491987487
4,286.0,1063.49,418.17,418.5199553885213,0.3499553885212663,17.0,51.99553885212663
11,332.0,1352.48,1663.39,1663.6574541602542,0.2674541602541467,39.0,65.7454160254274
12,49.0,1118.38,1494.81,1494.93443804209,0.12443804209010523,81.0,93.44380420900416
14,592.0,1268.36,1930.24,1930.0701900581441,0.16980994185587406,24.0,7.019005814421689
3,892.0,171.32,875.39,875.137630240195,0.2523697598049921,39.0,13.763024019499426
11,741.0,1872.39,1847.08,1846.888226324991,0.1917736750090171,8.0,88.82263249909738
14,807.0,2358.41,1819.41,1819.4653780514748,0.05537805147469044,41.0,46.537805147469044
5,873.0,1584.53,1796.7,1796.383893612574,0.316106387426089,70.0,38.389361257402925
3,1159.0,2209.44,1434.84,1434.889151977482,0.04915197748209721,84.0,88.91519774819608
11,920.0,1338.65,1871.27,1871.2562032201197,0.013796779880294707,27.0,25.620322011964163
1,388.0,390.7,332.06,332.00498366018894,0.05501633981106124,6.0,0.4983660188954673
9,576.0,1059.79,1547.5,1547.466813117905,0.03318688209492393,50.0,46.681311790511245
9,524.0,2367.12,1640.78,1640.5009063212967,0.27909367870324786,78.0,50.0906321296643
10,459.0,2183.11,1559.59,1559.8690812988582,0.27908129885827293,59.0,86.90812988582184
4,725.0,588.9,1097.95,1097.890450640582,0.05954935941804251,95.0,89.04506405819848
1,992.0,958.87,1222.41,1222.2783842607005,0.13161573929960468,41.00000000001455,27.838426070054993
10,536.0,2194.42,1615.13,1615.1966818407934,0.06668184079330786,13.0,19.668184079346247
11,1126.0,1593.03,2143.74,2143.693522938257,0.046477061742734804,73.9999999999709,69.35229382570833
10,314.0,1098.8,1539.1,1538.9403468034386,0.15965319656129395,10.0,94.03468034387333
1,9.0,2246.28,1120.22,1120.2302212030347,0.010221203034689097,22.0,23.022120303474367
11,706.0,1508.23,2030.59,2030.466380094168,0.12361990583190163,59.0,46.638009416812565
10,976.0,2166.02,1775.03,1775.1536887464279,0.12368874642788796,3.0,15.368874642794253
5,1028.0,653.19,1313.95,1313.912785929891,0.03721407010903022,95.0,91.27859298911062
8,1166.0,99.47,1149.07,1148.994620353512,0.07537964648804518,7.0,99.46203535118548
12,882.0,1958.14,1944.88,1944.7651149973335,0.11488500266659685,88.0,76.51149973334395
11,448.0,732.79,1090.35,1090.4153535068072,0.0653535068072415,34.99999999998545,41.535350680715055
7,623.0,1691.39,1800.86,1800.5932318728062,0.2667681271936999,86.0,59.323187280620914
3,127.0,293.49,303.2,303.3382854127896,0.13828541278962803,20.0,33.8285412789628
12,218.0,486.02,1005.67,1005.523641766453,0.1463582335469482,67.0,52.36417664530745
3,1166.0,530.44,785.59,785.6838636224026,0.0938636224025231,59.0,68.38636224025686
11,17.0,550.58,830.07,830.0514231702089,0.018576829791186356,7.0,5.142317020887276
9,696.0,1749.97,1649.49,1649.6348237054451,0.1448237054451056,49.0,63.482370544516016
4,305.0,125.79,664.43,664.2591974957328,0.17080250426715793,43.0,25.91974957328057
12,104.0,1300.05,1779.92,1779.7044907403958,0.21550925960423228,92.0,70.44907403958496
1,303.0,931.53,857.42,857.4443004728815,0.02430047288157766,42.0,44.430047288158676
8,1012.0,2390.84,1732.12,1732.1909905200368,0.0709905200369576,12.0,19.099052003672114
9,938.0,2224.29,1913.87,1913.6954355837693,0.17456441623062346,87.0,69.54355837692856
3,471.0,288.19,535.67,535.7770648806342,0.10706488063419783,66.99999999999272,77.70648806341342
5,72.0,977.67,1156.55,1156.5733392694208,0.023339269420830533,55.0,57.33392694208305
10,160.0,2272.56,1642.15,1641.959455407199,0.19054459280118863,15.0,95.94554071989842
10,965.0,1851.28,1805.77,1805.7035532804375,0.06644671956246384,77.0,70.35532804374816
3,266.0,2178.16,1447.95,1447.8169658556942,0.1330341443058387,95.0,81.69658556941431
12,734.0,2491.82,1792.31,1792.362817300301,0.05281730030105791,31.0,36.28173003011034
12,64.0,1641.01,1710.72,1710.6702779948844,0.04972200511565461,72.0,67.02779948842363
9,497.0,1845.08,1674.09,1673.9218375832222,0.1681624167777045,9.0,92.18375832220772
3,781.0,1801.38,1586.21,1585.9611997914901,0.24880020850991968,21.0,96.11997914902167
3,158.0,1070.74,1183.16,1183.0371149286034,0.12288507139669491,16.000000000014552,3.7114928603405133
3,1096.0,200.27,802.96,802.8530116833975,0.10698831660249652,96.0,85.30116833974898
10,831.0,39.86,982.64,982.7613844537118,0.12138445371181206,64.0,76.13844537117984
14,124.0,1064.64,1761.68,1761.5647118023817,0.11528819761838349,68.0,56.47118023817893
4,10.0,1262.73,1261.41,1261.3940633651844,0.01593663481571639,41.00000000001455,39.406336518441094
7,1176.0,2489.13,1921.16,1921.1169737007247,0.04302629927542512,16.0,11.697370072477497
6,803.0,465.6,1012.0,1012.0131508018513,0.013150801851338656,0.0,1.3150801851297729
9,868.0,62.12,1022.81,1022.8971901530575,0.08719015305757694,81.0,89.71901530574542
1,181.0,128.05,225.12,225.1728246878209,0.05282468782090177,12.0,17.28246878209029
3,70.0,631.88,564.16,564.1796076658546,0.019607665854664447,16.0,17.960766585463716
8,1090.0,419.76,1189.47,1189.5336563435021,0.06365634350208893,47.0,53.36563435020798
14,1184.0,2269.89,1943.24,1943.2109179702593,0.029082029740720827,24.0,21.091797025932465
2,547.0,119.09,509.52,509.5912368302816,0.07123683028163441,52.0,59.123683028163214
11,265.0,218.66,949.34,949.3238767699277,0.016123230072366823,34.0,32.38767699277378
10,223.0,886.32,1305.54,1305.6733843716552,0.133384371655211,54.0,67.338437165512
12,959.0,1947.82,1833.24,1833.4276364304073,0.18763643040733768,24.0,42.76364304072922
11,498.0,1578.39,1793.52,1793.3470056132485,0.1729943867514976,52.0,34.700561324862065
14,127.0,988.4,1688.9,1688.8507127823661,0.04928721763394606,90.0,85.07127823660267
3,621.0,214.08,779.66,779.5575838876142,0.10241611238575388,66.0,55.75838876141643
6,1193.0,2241.5,1839.47,1839.532111411133,0.06211141113294616,47.0,53.21114111330826
4,448.0,2055.97,1497.46,1497.4491239625422,0.01087603745781962,46.0,44.912396254221676
8,466.0,2064.63,1558.12,1558.0241640942277,0.09583590577221912,12.0,2.416409422759898
12,229.0,1216.16,1696.65,1696.698816357747,0.04881635774700044,65.0,69.88163577471278
13,658.0,559.48,1573.12,1573.0692839738729,0.050716026127020086,12.0,6.928397387295263
13,1034.0,2477.98,1842.24,1842.2507124699507,0.010712469950703962,24.0,25.07124699506676
4,842.0,2464.29,1611.66,1611.808147165884,0.1481471658839837,66.0,80.81471658841474
13,837.0,1218.93,1921.68,1921.6537984411395,0.02620155886052089,68.0,65.37984411395155
11,927.0,1306.37,1804.68,1804.8736926264087,0.19369262640861962,68.0,87.36926264085923
4,1047.0,1657.68,1605.84,1605.8160607432824,0.023939256717540047,84.0,81.60607432824327
4,262.0,1681.28,1435.34,1435.5948006374938,0.2548006374938723,34.0,59.480063749389956
